lead_id,lead_date,campaign_id,campaign_name,marketing_channel,target_segment,funnel_stage,is_mql,is_sql,is_opportunity,is_customer,deal_value_usd,days_to_close
LEAD-20240189,2025-10-26,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240190,2025-11-22,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20240191,2024-10-04,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240192,2024-10-12,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240193,2025-03-14,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,27
LEAD-20240194,2025-07-22,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240195,2024-06-27,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20240196,2024-06-29,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Sales Qualified Lead,1,1,0,0,0.0,35
LEAD-20240197,2025-08-20,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20240198,2024-04-02,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240199,2024-12-16,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Sales Qualified Lead,1,1,0,0,0.0,30
LEAD-20240200,2025-06-03,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20240201,2025-10-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,40
LEAD-20240202,2025-02-03,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,14
LEAD-20240203,2024-02-26,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240204,2025-01-16,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240205,2025-03-18,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240206,2024-11-16,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240207,2024-08-02,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20240208,2024-11-07,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,30
LEAD-20240209,2025-05-12,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20240210,2024-11-30,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,59
LEAD-20240211,2025-05-25,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240212,2025-09-03,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240213,2025-05-02,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20240214,2024-12-01,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20240215,2025-02-03,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20240216,2025-09-29,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20240217,2024-03-26,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20240218,2025-08-13,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20240219,2025-09-26,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240220,2025-12-18,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240221,2024-11-08,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20240222,2025-03-28,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20240223,2024-04-10,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,29
LEAD-20240224,2024-06-11,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,39
LEAD-20240225,2024-01-02,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20240226,2025-03-09,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Opportunity,1,1,1,0,0.0,42
LEAD-20240227,2025-04-05,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20240228,2025-07-05,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240229,2025-02-25,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,32
LEAD-20240230,2024-09-04,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240231,2025-07-10,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20240232,2025-03-09,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,85
LEAD-20240233,2025-03-06,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,29
LEAD-20240234,2024-05-20,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20240235,2025-08-21,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,77
LEAD-20240236,2025-05-28,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,23
LEAD-20240237,2025-02-15,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,10
LEAD-20240238,2025-10-30,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240239,2024-07-13,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240240,2025-11-26,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240241,2024-08-05,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240242,2024-05-12,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240243,2025-10-24,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20240244,2025-08-11,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240245,2024-10-31,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,15
LEAD-20240246,2024-06-23,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240247,2024-06-06,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,37
LEAD-20240248,2024-10-24,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240249,2024-02-02,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20240250,2024-01-30,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,24
LEAD-20240251,2025-10-27,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240252,2024-01-22,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240253,2025-12-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240254,2024-12-15,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240255,2025-04-20,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20240256,2024-09-13,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,35
LEAD-20240257,2024-05-22,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20240258,2025-08-12,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,28
LEAD-20240259,2025-04-12,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,32
LEAD-20240260,2025-07-04,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Sales Qualified Lead,1,1,0,0,0.0,10
LEAD-20240261,2024-05-10,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,29
LEAD-20240262,2025-02-13,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20240263,2025-11-12,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20240264,2025-01-26,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240265,2025-07-14,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240266,2025-06-24,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,59
LEAD-20240267,2025-02-01,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20240268,2025-01-11,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20240269,2024-05-10,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Opportunity,1,1,1,0,0.0,55
LEAD-20240270,2025-02-24,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240271,2024-07-06,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20240272,2024-11-12,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20240273,2025-12-06,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240274,2024-03-01,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20240275,2024-11-30,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20240276,2024-09-26,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20240277,2025-01-12,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240278,2024-02-04,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20240279,2025-07-18,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240280,2024-11-24,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,44
LEAD-20240281,2025-06-26,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,18
LEAD-20240282,2024-09-12,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Opportunity,1,1,1,0,0.0,27
LEAD-20240283,2025-01-08,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,43
LEAD-20240284,2025-01-21,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20240285,2025-05-06,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240286,2024-11-18,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Closed Won,1,1,1,1,7489.02,69
LEAD-20240287,2025-02-08,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240288,2025-04-12,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,25
LEAD-20240289,2024-12-06,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Closed Won,1,1,1,1,3040.25,68
LEAD-20240290,2024-09-16,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20240291,2025-02-26,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20240292,2024-02-01,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20240293,2024-11-11,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Opportunity,1,1,1,0,0.0,64
LEAD-20240294,2025-03-30,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Sales Qualified Lead,1,1,0,0,0.0,40
LEAD-20240295,2025-04-10,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,34
LEAD-20240296,2024-03-24,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,18
LEAD-20240297,2025-06-26,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Closed Won,1,1,1,1,39475.76,57
LEAD-20240298,2024-06-24,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20240299,2025-10-20,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20240300,2024-10-20,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20240301,2024-10-02,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Opportunity,1,1,1,0,0.0,59
LEAD-20240302,2024-12-08,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240303,2024-06-12,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20240304,2024-05-28,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20240305,2025-11-01,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,42
LEAD-20240306,2024-06-14,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20240307,2024-12-27,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,29
LEAD-20240308,2025-08-06,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20240309,2025-10-10,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20240310,2024-07-26,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,28
LEAD-20240311,2024-04-04,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,19
LEAD-20240312,2025-09-13,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,38
LEAD-20240313,2024-04-14,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20240314,2024-05-22,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Opportunity,1,1,1,0,0.0,40
LEAD-20240315,2025-05-20,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20240316,2024-01-11,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240317,2025-08-10,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240318,2024-08-26,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,23
LEAD-20240319,2025-03-26,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20240320,2024-12-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240321,2025-03-11,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,12
LEAD-20240322,2025-07-15,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,27
LEAD-20240323,2024-07-02,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240324,2025-01-11,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240325,2025-03-08,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20240326,2024-09-22,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240327,2025-07-18,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240328,2024-06-28,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20240329,2024-07-31,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240330,2024-11-16,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240331,2025-01-01,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,32
LEAD-20240332,2024-02-15,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240333,2024-12-27,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Closed Won,1,1,1,1,9592.45,99
LEAD-20240334,2024-02-19,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240335,2025-10-08,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20240336,2025-12-03,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240337,2024-06-15,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240338,2024-04-18,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20240339,2025-05-10,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240340,2025-05-23,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,13
LEAD-20240341,2025-07-26,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20240342,2024-01-09,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,21
LEAD-20240343,2025-09-29,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20240344,2024-10-30,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240345,2024-09-16,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20240346,2025-07-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240347,2024-12-28,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,33
LEAD-20240348,2025-04-27,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240349,2025-04-29,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240350,2024-01-08,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,32
LEAD-20240351,2025-01-22,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20240352,2025-08-16,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20240353,2025-05-03,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Opportunity,1,1,1,0,0.0,52
LEAD-20240354,2024-04-02,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240355,2025-11-24,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20240356,2025-02-13,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20240357,2024-11-30,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20240358,2024-01-18,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20240359,2024-02-17,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240360,2025-01-22,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240361,2025-01-20,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240362,2025-05-17,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20240363,2024-02-12,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20240364,2025-02-19,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20240365,2025-04-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240366,2024-03-16,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240367,2025-10-26,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20240368,2024-11-07,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20240369,2025-04-10,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,11
LEAD-20240370,2024-03-21,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,48
LEAD-20240371,2025-10-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,39
LEAD-20240372,2025-03-15,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Opportunity,1,1,1,0,0.0,78
LEAD-20240373,2024-01-26,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20240374,2025-01-16,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20240375,2024-06-25,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Closed Won,1,1,1,1,15508.81,62
LEAD-20240376,2025-11-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,37
LEAD-20240377,2025-10-14,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,14
