shipment_id,order_date,supplier_id,supplier_name,supplier_tier,warehouse_id,origin_warehouse,carrier_name,weight_kg,shipping_cost_usd,scheduled_delivery_date,actual_delivery_date,delivery_delay_days,delivery_status,on_time_flag,damage_flag
SHP-20240136,2025-01-03,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,35.76,111.15,2025-01-05,2025-01-11,6,Delayed,0,0
SHP-20240137,2025-11-04,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,301.02,239.93,2025-11-08,2025-11-08,0,On-Time,1,0
SHP-20240138,2024-02-27,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,671.98,490.73,2024-03-04,2024-03-04,0,On-Time,1,0
SHP-20240139,2024-04-12,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,665.92,471.58,2024-04-14,2024-04-18,4,Delayed,0,0
SHP-20240140,2025-01-05,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,831.05,1630.26,2025-01-10,2025-01-12,2,Delayed,0,0
SHP-20240141,2025-06-27,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,701.94,1371.58,2025-07-03,2025-07-03,0,On-Time,1,0
SHP-20240142,2025-05-28,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,80.91,123.12,2025-05-30,2025-06-06,7,Delayed,0,0
SHP-20240143,2025-08-05,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Regional Truckload,140.86,173.88,2025-08-08,2025-08-08,0,On-Time,1,0
SHP-20240144,2025-01-17,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Regional Truckload,836.71,626.55,2025-01-22,2025-01-24,2,Delayed,0,0
SHP-20240145,2025-06-05,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,383.83,457.83,2025-06-11,2025-06-11,0,On-Time,1,0
SHP-20240146,2025-01-18,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,196.1,387.83,2025-01-24,2025-01-26,2,Delayed,0,0
SHP-20240147,2025-03-18,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,279.03,586.07,2025-03-23,2025-03-23,0,On-Time,1,0
SHP-20240148,2024-01-18,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,383.66,744.11,2024-01-22,2024-01-24,2,Delayed,0,0
SHP-20240149,2025-06-17,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,524.36,395.94,2025-06-21,2025-06-27,6,Delayed,0,0
SHP-20240150,2024-08-10,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,766.66,566.46,2024-08-12,2024-08-16,4,Delayed,0,0
SHP-20240151,2025-04-07,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,441.94,515.18,2025-04-10,2025-04-18,8,delayed  ,0,0
SHP-20240152,2024-07-23,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,830.11,1573.87,2024-07-29,2024-07-29,0,On-Time,1,0
SHP-20240153,2025-10-08,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,366.2,704.48,2025-10-14,2025-10-15,1,Delayed,0,0
SHP-20240154,2024-06-21,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,678.57,824.11,2024-06-27,2024-06-29,2,Delayed,0,0
SHP-20240155,2024-01-04,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,519.39,379.29,2024-01-10,2024-01-11,1,Delayed,0,0
SHP-20240156,2025-02-15,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,789.99,895.49,2025-02-18,2025-02-24,6,Delayed,0,0
SHP-20240157,2025-12-16,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Express Air Freight,69.91,210.77,2025-12-19,2025-12-19,0,On-Time,1,0
SHP-20240158,2025-11-29,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,479.55,376.52,2025-12-01,2025-12-02,1,Delayed,0,0
SHP-20240159,2025-11-13,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,261.8,522.18,2025-11-16,2025-11-18,2,Delayed,0,0
SHP-20240160,2025-04-09,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,21.98,113.52,2025-04-13,2025-04-15,2,Delayed,0,0
SHP-20240161,2025-04-11,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Express Air Freight,802.97,1575.89,2025-04-16,2025-04-16,0,On-Time,1,0
SHP-20240162,2025-11-25,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,811.46,588.25,2025-12-01,2025-12-02,1,Delayed,0,0
SHP-20240163,2024-08-22,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,651.62,487.97,2024-08-27,2024-09-01,5,Delayed,0,0
SHP-20240164,2024-02-25,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,127.11,215.61,2024-02-27,2024-02-28,1,Delayed,0,0
SHP-20240165,2024-01-07,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,259.91,210.08,2024-01-10,2024-01-15,5,Delayed,0,0
SHP-20240166,2024-08-30,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,401.42,500.17,2024-09-02,2024-09-03,1,Delayed,0,0
SHP-20240167,2025-01-12,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,833.19,948.74,2025-01-17,2025-01-17,0,On-Time,1,0
SHP-20240168,2024-11-24,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,372.15,470.34,2024-11-26,2024-11-28,2,Delayed,0,0
SHP-20240169,2024-12-15,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,628.57,481.24,2024-12-17,2024-12-19,2,Delayed,0,0
SHP-20240170,2025-11-04,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,80.53,158.5,2025-11-08,2025-11-09,1,Delayed,0,0
SHP-20240171,2025-05-30,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,64.38,98.67,2025-06-02,2025-06-03,1,Delayed,0,0
SHP-20240172,2025-04-20,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,213.45,475.65,2025-04-25,2025-04-25,0,On-Time,1,0
SHP-20240173,2024-12-28,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,480.19,369.08,2024-12-30,2025-01-01,2,Delayed,0,0
SHP-20240174,2024-02-27,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,413.23,822.96,2024-03-03,2024-03-07,4,Delayed,0,0
SHP-20240175,2024-05-12,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,193.75,174.04,2024-05-18,2024-05-18,0,On-Time,1,0
SHP-20240176,2025-01-31,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,846.39,1637.06,2025-02-05,2025-02-05,0,On-Time,1,0
SHP-20240177,2024-10-06,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,307.25,248.39,2024-10-12,2024-10-12,0,On-Time,1,0
SHP-20240178,2025-03-07,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,219.91,221.68,2025-03-11,2025-03-18,7,Delayed,0,0
SHP-20240179,2024-01-07,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,778.16,573.63,2024-01-11,2024-01-11,0,On-Time,1,0
SHP-20240180,2025-11-17,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,275.65,268.13,2025-11-19,2025-11-19,0,On-Time,1,0
SHP-20240181,2025-12-03,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,227.51,456.16,2025-12-09,2025-12-12,3,Delayed,0,0
SHP-20240182,2024-06-02,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,643.92,480.45,2024-06-07,2024-06-09,2,Delayed,0,0
SHP-20240183,2025-10-31,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,113.67,189.93,2025-11-05,2025-11-06,1,Delayed,0,0
SHP-20240184,2024-10-30,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,138.45,124.93,2024-11-02,2024-11-05,3,delayed  ,0,0
SHP-20240185,2024-07-12,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,472.23,938.44,2024-07-14,2024-07-14,0,On-Time,1,0
SHP-20240186,2025-10-21,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,82.13,245.65,2025-10-24,2025-10-31,7,Delayed,0,0
SHP-20240187,2025-11-11,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,617.76,475.73,2025-11-17,2025-11-17,0,On-Time,1,0
SHP-20240188,2024-05-29,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,369.52,447.55,2024-06-04,2024-06-04,0,On-Time,1,0
SHP-20240189,2024-05-17,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,74.92,111.38,2024-05-20,2024-05-26,6,Delayed,0,0
SHP-20240190,2024-07-29,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,652.07,811.64,2024-07-31,2024-08-01,1,Delayed,0,1
SHP-20240191,2024-06-24,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,301.53,260.36,2024-06-29,2024-06-29,0,On-Time,1,0
SHP-20240192,2024-03-05,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,400.81,503.12,2024-03-09,2024-03-12,3,Delayed,0,0
SHP-20240193,2025-05-23,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,662.88,522.39,2025-05-26,2025-05-26,0,On-Time,1,0
SHP-20240194,2024-06-24,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,48.56,109.57,2024-06-29,2024-07-03,4,Delayed,0,0
SHP-20240195,2024-11-10,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,814.4,581.93,2024-11-14,2024-11-14,0,On-Time,1,0
SHP-20240196,2025-06-15,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,79.93,89.37,2025-06-21,2025-06-21,0,On-Time,1,0
SHP-20240197,2025-06-14,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,730.66,1405.95,2025-06-16,2025-06-17,1,Delayed,0,0
SHP-20240198,2024-03-16,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,680.59,833.02,2024-03-21,2024-03-21,0,On-Time,1,0
SHP-20240199,2024-08-31,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,443.77,556.15,2024-09-03,2024-09-10,7,Delayed,0,0
SHP-20240200,2025-09-03,SUP-02,Bharat Heavy Forgings,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,609.99,751.91,2025-09-07,2025-09-07,0,On-Time,1,0
SHP-20240201,2025-08-09,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,769.57,1459.27,2025-08-13,2025-08-13,0,On-Time,1,0
SHP-20240202,2024-05-15,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,631.9,443.78,2024-05-21,2024-05-21,0,On-Time,1,0
SHP-20240203,2025-07-03,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,279.72,235.6,2025-07-06,2025-07-06,0,On-Time,1,0
SHP-20240204,2025-01-03,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,489.34,406.99,2025-01-09,2025-01-09,0,On-Time,1,0
SHP-20240205,2024-07-25,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,656.53,1285.58,2024-07-31,2024-08-01,1,Delayed,0,0
SHP-20240206,2025-11-15,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,339.66,421.0,2025-11-19,2025-11-19,0,On-Time,1,0
SHP-20240207,2025-12-18,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,843.09,604.51,2025-12-23,2025-12-23,0,On-Time,1,0
SHP-20240208,2025-02-18,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,287.57,583.38,2025-02-23,2025-02-24,1,Delayed,0,0
SHP-20240209,2024-12-23,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,519.21,621.81,2024-12-25,2024-12-25,0,on-time  ,1,0
SHP-20240210,2025-09-05,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,592.28,719.2,2025-09-11,2025-09-23,12,Delayed,0,0
SHP-20240211,2024-01-10,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,708.02,501.92,2024-01-15,2024-01-15,0,On-Time,1,0
SHP-20240212,2024-04-12,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Express Air Freight,139.7,311.42,2024-04-14,2024-04-20,6,Delayed,0,0
SHP-20240213,2025-01-08,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,117.72,281.09,2025-01-14,2025-01-14,0,On-Time,1,0
SHP-20240214,2025-02-24,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,182.12,185.84,2025-03-02,2025-03-02,0,On-Time,1,0
SHP-20240215,2025-04-17,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,381.29,310.04,2025-04-19,2025-04-20,1,Delayed,0,0
SHP-20240216,2025-12-21,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,803.59,930.6,2025-12-26,2025-12-27,1,Delayed,0,0
SHP-20240217,2024-01-14,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,53.36,79.33,2024-01-18,2024-01-20,2,Delayed,0,0
SHP-20240218,2024-06-21,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,527.13,1011.45,2024-06-26,2024-06-27,1,Delayed,0,0
SHP-20240219,2024-04-24,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,154.22,129.84,2024-04-29,2024-04-29,0,On-Time,1,0
SHP-20240220,2025-10-22,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,805.31,561.55,2025-10-25,2025-10-25,0,On-Time,1,0
SHP-20240221,2025-05-13,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,634.64,463.75,2025-05-16,2025-05-16,0,On-Time,1,0
SHP-20240222,2025-11-23,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,482.03,364.14,2025-11-27,2025-11-27,0,On-Time,1,0
SHP-20240223,2024-06-21,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,473.37,385.95,2024-06-23,2024-06-29,6,Delayed,0,0
SHP-20240224,2024-12-13,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,288.41,246.14,2024-12-17,2024-12-18,1,delayed  ,0,0
SHP-20240225,2024-10-12,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,580.53,1117.81,2024-10-15,2024-10-24,9,Delayed,0,0
SHP-20240226,2025-06-13,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,521.39,421.79,2025-06-17,2025-06-19,2,Delayed,0,0
SHP-20240227,2024-05-13,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,226.69,454.35,2024-05-16,2024-05-17,1,Delayed,0,0
SHP-20240228,2025-07-26,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,646.35,464.15,2025-07-28,2025-07-30,2,Delayed,0,0
SHP-20240229,2024-11-27,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,523.96,1012.7,2024-12-01,2024-12-02,1,Delayed,0,0
SHP-20240230,2025-07-08,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,269.15,335.21,2025-07-10,2025-07-14,4,Delayed,0,0
SHP-20240231,2025-06-27,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,331.33,247.49,2025-06-29,2025-07-04,5,Delayed,0,0
SHP-20240232,2025-03-16,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,429.66,331.75,2025-03-20,2025-03-20,0,On-Time,1,0
SHP-20240233,2025-08-15,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,431.16,565.17,2025-08-17,2025-08-21,4,Delayed,0,0
SHP-20240234,2025-09-05,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,791.18,907.49,2025-09-10,2025-09-13,3,Delayed,0,0
SHP-20240235,2024-12-22,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,114.74,149.38,2024-12-24,2024-12-27,3,Delayed,0,0
SHP-20240236,2025-06-02,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,508.43,601.92,2025-06-07,2025-06-07,0,On-Time,1,0
SHP-20240237,2024-07-08,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,833.09,1005.19,2024-07-13,2024-07-14,1,Delayed,0,0
SHP-20240238,2024-12-21,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,828.28,969.37,2024-12-23,2024-12-23,0,On-Time,1,0
SHP-20240239,2025-04-13,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,429.93,308.72,2025-04-16,2025-04-16,0,On-Time,1,0
SHP-20240240,2024-01-24,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,585.02,460.81,2024-01-27,2024-01-27,0,On-Time,1,0
SHP-20240241,2024-09-23,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,462.85,948.59,2024-09-25,2024-09-25,0,On-Time,1,0
SHP-20240242,2025-08-11,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,597.69,717.26,2025-08-13,2025-08-13,0,On-Time,1,0
SHP-20240243,2024-08-21,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,20.71,82.64,2024-08-25,2024-08-27,2,Delayed,0,0
SHP-20240244,2024-12-15,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,210.35,226.68,2024-12-19,2024-12-19,0,On-Time,1,0
SHP-20240245,2024-06-09,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,655.29,786.14,2024-06-15,2024-06-15,0,On-Time,1,0
SHP-20240246,2024-09-01,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,596.84,689.42,2024-09-03,2024-09-07,4,Delayed,0,0
SHP-20240247,2025-05-12,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,413.59,312.18,2025-05-17,2025-05-20,3,Delayed,0,0
SHP-20240248,2024-05-03,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,51.25,104.08,2024-05-09,2024-05-10,1,Delayed,0,0
SHP-20240249,2025-08-07,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,139.04,176.92,2025-08-11,2025-08-11,0,On-Time,1,0
SHP-20240250,2025-05-23,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,831.65,595.1,2025-05-25,2025-05-28,3,Delayed,0,0
SHP-20240251,2025-06-20,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,537.97,650.38,2025-06-22,2025-06-27,5,Delayed,0,0
SHP-20240252,2024-05-31,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,519.84,393.33,2024-06-06,2024-06-08,2,Delayed,0,0
SHP-20240253,2024-05-06,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,638.88,482.05,2024-05-10,2024-05-11,1,Delayed,0,0
SHP-20240254,2024-06-26,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,139.89,160.22,2024-06-30,2024-06-30,0,On-Time,1,1
SHP-20240255,2024-03-20,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,192.68,297.52,2024-03-22,2024-03-25,3,Delayed,0,0
SHP-20240256,2025-06-08,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,772.86,594.8,2025-06-12,2025-06-14,2,Delayed,0,0
SHP-20240257,2024-07-09,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,795.87,602.7,2024-07-15,2024-07-19,4,Delayed,0,0
SHP-20240258,2024-06-25,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,679.64,774.97,2024-06-30,2024-06-30,0,On-Time,1,0
SHP-20240259,2025-05-01,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,62.51,122.77,2025-05-06,2025-05-06,0,On-Time,1,0
SHP-20240260,2024-05-26,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,22.63,47.1,2024-05-31,2024-05-31,0,On-Time,1,1
SHP-20240261,2024-04-18,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,449.75,346.78,2024-04-20,2024-04-20,0,On-Time,1,0
SHP-20240262,2025-07-13,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,260.95,377.36,2025-07-15,2025-07-15,0,On-Time,1,0
SHP-20240263,2025-04-07,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,231.8,470.09,2025-04-11,2025-04-12,1,Delayed,0,0
SHP-20240264,2025-05-01,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,159.41,248.48,2025-05-04,2025-05-05,1,Delayed,0,0
SHP-20240265,2025-12-01,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,213.58,448.25,2025-12-06,2025-12-09,3,Delayed,0,0
SHP-20240266,2025-12-03,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,577.02,403.45,2025-12-09,2025-12-12,3,Delayed,0,0
SHP-20240267,2025-01-23,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Regional Truckload,541.31,433.53,2025-01-29,2025-01-30,1,Delayed,0,0
SHP-20240268,2024-12-05,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,345.78,469.73,2024-12-11,2024-12-17,6,Delayed,0,0
SHP-20240269,2025-03-24,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,346.06,308.38,2025-03-29,2025-03-30,1,Delayed,0,0
SHP-20240270,2024-05-10,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,778.35,532.25,2024-05-12,2024-05-12,0,On-Time,1,0
SHP-20240271,2025-01-10,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,732.9,512.48,2025-01-14,2025-01-19,5,Delayed,0,0
